"","team1","team2","homeWinPct","awayWinPct","homeDrawPct"
"297","Newcastle","Swansea",0.166666666666667,0.333333333333333,0.333333333333333
"298","Newcastle","Cardiff",1,1,0
"299","Newcastle","Bournemouth",0,0.5,0
"300","Newcastle","Brighton",0,0,1
"301","Newcastle","Huddersfield",1,0,0
"302","Oldham","Arsenal",0,0,1
"303","Oldham","Aston Villa",0,1,1
"304","Oldham","Chelsea",1,1,0
"305","Oldham","Liverpool",0,0,0
"306","Oldham","Man City",0,0,1
"307","Oldham","Newcastle",0,0,0
"308","Oldham","Oldham",NA,NA,NA
"309","Oldham","Sheffield United",0,0,1
"310","Oldham","Southampton",1,1,0
"311","Oldham","West Ham",0,0,0
"312","Oldham","Norwich",1,0,0
"313","Oldham","Tottenham",0,0,0
"314","Oldham","Everton",0,0,0
"315","Oldham","Ipswich",0,0,0
"316","Oldham","Leeds",0,0,1
"317","Oldham","Wimbledon",0,0,1
"318","Oldham","Blackburn",0,0,0
"319","Oldham","Coventry",0,0,1
"320","Oldham","Man United",0,0,0
"321","Oldham","QPR",1,0,0
"322","Oldham","Sheffield Weds",0,0,1
"323","Oldham","Swindon",1,1,0
"324","Oldham","Crystal Palace",NA,NA,NA
"325","Oldham","Leicester",NA,NA,NA
"326","Oldham","Nottingham Forest",NA,NA,NA
"327","Oldham","Bolton",NA,NA,NA
"328","Oldham","Middlesbrough",NA,NA,NA
"329","Oldham","Derby",NA,NA,NA
"330","Oldham","Sunderland",NA,NA,NA
"331","Oldham","Barnsley",NA,NA,NA
"332","Oldham","Charlton",NA,NA,NA
"333","Oldham","Watford",NA,NA,NA
"334","Oldham","Brentford",NA,NA,NA
"335","Oldham","Fulham",NA,NA,NA
"336","Oldham","Birmingham",NA,NA,NA
"337","Oldham","Middlesboro",NA,NA,NA
"338","Oldham","West Brom",NA,NA,NA
"339","Oldham","Portsmouth",NA,NA,NA
"340","Oldham","Wolves",NA,NA,NA
"341","Oldham","Wigan",NA,NA,NA
"342","Oldham","Reading",NA,NA,NA
"343","Oldham","Hull",NA,NA,NA
"344","Oldham","Spurs",NA,NA,NA
"345","Oldham","Burnley",NA,NA,NA
"346","Oldham","Blackpool",NA,NA,NA
"347","Oldham","Swansea",NA,NA,NA
"348","Oldham","Cardiff",NA,NA,NA
"349","Oldham","Bournemouth",NA,NA,NA
"350","Oldham","Brighton",NA,NA,NA
"351","Oldham","Huddersfield",NA,NA,NA
"352","Sheffield United","Arsenal",0.5,0,0.5
"353","Sheffield United","Aston Villa",0,0,0.5
"354","Sheffield United","Chelsea",0.5,0,0
"355","Sheffield United","Liverpool",0,0.5,1
"356","Sheffield United","Man City",0,0,0
"357","Sheffield United","Newcastle",0.5,0.5,0
"358","Sheffield United","Oldham",1,0,0
"359","Sheffield United","Sheffield United",NA,NA,NA
"360","Sheffield United","Southampton",0,0,1
"361","Sheffield United","West Ham",1,0,0
"362","Sheffield United","Norwich",0,1,0
"363","Sheffield United","Tottenham",0.5,0,0.5
"364","Sheffield United","Everton",0,0,1
"365","Sheffield United","Ipswich",0,0,1
"366","Sheffield United","Leeds",0,0,1
"367","Sheffield United","Wimbledon",1,0,0
"368","Sheffield United","Blackburn",0,0,0.5
"369","Sheffield United","Coventry",0,0,1
"370","Sheffield United","Man United",0,0,0
"371","Sheffield United","QPR",0,0,1
"372","Sheffield United","Sheffield Weds",0,0,1
"373","Sheffield United","Swindon",1,0,0
"374","Sheffield United","Crystal Palace",NA,NA,NA
"375","Sheffield United","Leicester",NA,NA,NA
"376","Sheffield United","Nottingham Forest",NA,NA,NA
"377","Sheffield United","Bolton",0,0,1
"378","Sheffield United","Middlesbrough",1,0,0
"379","Sheffield United","Derby",NA,NA,NA
"380","Sheffield United","Sunderland",NA,NA,NA
"381","Sheffield United","Barnsley",NA,NA,NA
"382","Sheffield United","Charlton",1,0,0
"383","Sheffield United","Watford",1,1,0
"384","Sheffield United","Brentford",NA,NA,NA
"385","Sheffield United","Fulham",1,0,0
"386","Sheffield United","Birmingham",NA,NA,NA
"387","Sheffield United","Middlesboro",NA,NA,NA
"388","Sheffield United","West Brom",NA,NA,NA
"389","Sheffield United","Portsmouth",0,0,1
"390","Sheffield United","Wolves",NA,NA,NA
